"BalabanJ	PEOE_VSA5	SMR_VSA4	SMR_VSA5	SMR_VSA6	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA3	SlogP_VSA4	SlogP_VSA7	SlogP_VSA8	EState_VSA10	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA8	VSA_EState10	VSA_EState2	VSA_EState4	VSA_EState8	VSA_EState9	NHOHCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticHeterocycles	NumSaturatedHeterocycles	fr_Ar_N	fr_allylic_oxid	fr_aniline	fr_bicyclic	fr_ester	fr_ether	fr_ketone	tg"
"3.023715784	0	0	6.133772794	0	0	4.390415048	0	11.60093989	0	0	0	0	4.390415048	0	0	0	0	5.085648148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77"
"6.370990657	0	0	42.46353533	0	0	61.46581067	0	0	0	0	0	0	61.46581067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.5"
"5.300082078	0	0	19.64563864	4.379655681	0	0	0	22.59087063	0	0	13.27271374	0	0	0	0	0	0	1.324052778	0	0	-1.754938889	0	0	0	0	0	0	0	0	0	0	0	0	0	70"
"7.151385139	0	0	64.25611295	4.379655681	0	0	0	22.59087063	0	0	13.27271374	0	0	0	0	22.59087063	0	0.797586395	0	0	-2.48642201	0	0	0	0	0	0	0	0	0	0	0	0	0	-6"
"5.733228776	0	0	26.01856354	4.379655681	0	0	0	22.59087063	0	0	13.27271374	0	0	0	0	0	0	1.173525567	0	0	-1.952638889	0	0	0	0	0	0	0	0	0	0	0	0	0	30"
"3.927010987	0	0	41.1614091	0	0	48.29456552	0	11.60093989	0	0	0	0	48.29456552	0	0	0	11.60093989	4.112052469	0	-6.456666667	0	0	0	1	0	0	0	0	0	0	0	0	0	0	147"
"3.36262051	0	0	30.1109383	0	0	35.12332038	0	0	0	0	0	0	35.12332038	0	0	0	0	0	0	-5.315972222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	122"
"3.927010987	0	0	41.95599663	0	0	52.68498057	0	0	0	0	0	0	52.68498057	0	0	0	0	0	0	-6.699722222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	101"
"3.750430101	0	0	36.03346746	0	0	43.90415048	0	0	0	0	0	0	43.90415048	0	0	0	0	0	0	-6.159722222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	117"
"6.370990657	0	0	43.57673467	0	0	0	0	23.20187978	0	0	6.875840478	0	0	0	0	0	0	11.3297816	0	0	-2.607229663	0	0	0	0	0	0	0	0	0	0	0	0	0	-17"
"5.300082078	0	0	24.45795997	0	0	0	0	23.20187978	0	0	6.875840478	0	0	0	0	0	0	11.21819444	0	0	-2.063472222	0	0	0	0	0	0	0	0	0	0	0	0	0	70"
"5.437342169	0	0	20.1006575	0	0	0	0	0	0	0	6.875840478	0	0	6.076020107	0	0	0	0	0	0	-4.42599537	0	0	0	0	0	0	0	2	0	0	0	0	0	-67"
"5.772015101	0	5.893957685	13.7277326	0	0	0	0	0	0	5.893957685	6.875840478	0	0	6.554987323	0	0	0	0	0	0	-5.128333333	0	0	0	0	0	0	0	1	0	0	0	0	0	-35"
"6.181928177	0	0	26.95254961	0	0	0	0	0	0	0	6.875840478	0	0	6.076020107	0	0	0	0	0	-0.810185185	-7.763333333	0	0	0	0	0	0	0	2	0	0	0	0	0	4"
"3.643087086	0	0	25.53959633	0	0	0	0	0	0	0	12.79374652	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	125.5"
"5.00762049	0	0	13.27271374	0	0	0	0	0	0	0	13.27271374	0	0	0	0	0	0	0	0	0	-2.262800926	0	0	0	0	0	0	0	1	0	0	0	0	0	-7"
"7.408202275	0	0	77.45698161	0	0	0	0	0	0	0	6.875840478	0	0	0	0	0	0	0	0	0	-6.555451021	0	0	0	0	0	0	0	2	0	0	0	0	0	-53"
"3.168489873	0	0	0	7.06190082	0	0	0	0	5.106527395	0	0	0	0	0	0	0	5.106527395	0	0	0	0	-1.097222222	0	0	0	0	0	0	0	0	0	0	0	0	-71"
"4.144726367	0	0	13.43482572	0	0	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	0	0	-3.595486111	0	0	0	0	0	0	0	0	0	0	0	0	0	-19.5"
"5.379464013	0	0	26.18067552	0	0	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	0	0	-4.999444444	0	0	0	0	0	0	0	0	0	0	0	0	0	-41"
"4.144726367	0	0	6.875840478	6.558985243	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	5.106527395	0	0	0	-3.595486111	0	0	0	0	0	0	0	0	0	0	0	0	0	-56"
"4.951010561	0	0	19.80775062	0	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	0	0	0	0	-4.583333333	0	0	0	0	0	0	0	0	0	0	0	0	0	-70.2"
"4.951010561	0	0	12.95585851	5.832106723	0	0	0	11.60093989	5.106527395	0	6.875840478	0	0	0	0	0	0	5.28599537	0	0	-1.861111111	0	0	0	0	0	0	0	0	0	0	0	0	0	-23.3"
"4.951010561	0	0	12.95585851	5.282192925	0	0	0	15.9299439	5.106527395	0	6.875840478	0	0	0	0	0	15.9299439	2.657916667	0	0	-1.776041667	0	0	0	0	0	0	0	0	0	0	0	0	0	-14"
"5.501300747	0	0	26.18067552	0	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	0	0	0	0	-5.183125	0	0	0	0	0	0	0	0	0	0	0	0	0	-71.5"
"5.241866998	0	0	12.95585851	13.5969377	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	4.736862954	0	0	0	-5.130208333	-3.028194444	0	0	0	0	0	0	0	0	0	0	1	0	-62"
"5.7760469	0	0	26.18067552	0	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	0	0	0	-2.590277778	-8.109375	0	0	0	0	0	0	0	0	0	0	0	0	0	40.5"
"6.240669749	0	0	38.92652533	0	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	0	0	0	0	-5.89432398	0	0	0	0	0	0	0	0	0	0	0	0	0	-69"
"7.011226113	0	5.414990469	33.51153486	0	0	0	0	0	5.106527395	5.414990469	6.875840478	0	0	0	0	0	0	0	0	-3.604166667	-13.43479167	0	0	0	0	0	0	0	0	0	0	0	0	0	41"
"5.510908446	0	0	19.80775062	13.11797049	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	4.736862954	0	0	0	-12.06731009	0	0	0	0	0	0	0	0	0	0	0	1	0	-61"
"5.624310714	0	0	12.95585851	13.11797049	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	4.736862954	0	0	0	-9.725618622	0	0	0	0	0	0	0	0	0	0	0	1	0	-75.5"
"6.072387368	0	0	32.55360042	13.11797049	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	4.736862954	0	0	0	-13.36932154	0	0	0	0	0	0	0	0	0	0	0	1	0	-79"
"6.732271289	0	0	51.67237513	0	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	0	0	0	0	-6.305910258	0	0	0	0	0	0	0	0	0	0	0	0	0	-67"
"6.546964984	0	0	45.29945023	13.11797049	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	4.736862954	0	0	0	-14.15299718	0	0	0	0	0	0	0	0	0	0	0	1	0	-85.5"
"3.776865448	0	0	12.95585851	0	0	0	0	0	5.106527395	0	6.875840478	0	0	5.563451492	0	0	0	0	0	-0.381018519	-1.941692649	0	0	0	0	0	0	0	0	0	0	0	0	0	34"
"3.477739154	0	0	12.95585851	6.558985243	4.736862954	0	5.749511833	0	5.106527395	0	6.875840478	0	0	0	0	0	0	0	0	0	-5.222611371	0	0	0	0	0	0	0	0	0	0	0	1	0	42"
"4.144726367	0	0	12.53403425	0	0	17.56166019	0	0	5.106527395	0	0	0	17.56166019	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-48"
"4.847021821	0	0	13.24876538	6.558985243	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	5.106527395	0	0	0	-4.441388889	0	0	0	0	0	0	0	0	0	0	0	0	0	-73.6"
"6.473517842	0	5.414990469	20.57962471	6.558985243	0	0	0	0	5.106527395	5.414990469	6.875840478	0	0	0	0	0	5.106527395	0	0	-3.123263889	-12.22347222	0	0	0	0	0	0	0	0	0	0	0	0	0	-50"
"6.715851412	0	5.414990469	6.875840478	19.67695573	0	0	0	0	5.106527395	5.414990469	6.875840478	0	0	0	0	0	15.32414378	0	0	-3.258680556	-12.64430556	0	2	0	0	0	0	0	0	0	0	0	0	0	99"
"6.473517842	0	5.414990469	6.875840478	18.22319869	0	0	0	23.20187978	5.106527395	5.414990469	6.875840478	0	0	0	0	0	0	11.0103858	0	-2.925733025	-5.365	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5"
"5.379464013	0	0	19.62169028	6.558985243	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	5.106527395	0	0	0	-4.999444444	0	0	0	0	0	0	0	0	0	0	0	0	0	-80"
"6.652278162	0	0	45.11338989	6.558985243	0	0	0	0	5.106527395	0	6.875840478	0	0	0	0	0	5.106527395	0	0	0	-6.090929548	0	0	0	0	0	0	0	0	0	0	0	0	0	-13"
"3.563757676	0	0	0	0	11.17289446	0	5.749511833	0	0	0	0	0	0	29.91918666	6.066367068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85"
"3.563757676	0	0	0	0	11.17289446	0	5.749511833	0	0	0	0	0	0	29.91918666	6.066367068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53"
"3.908975294	0	0	13.70378423	0	11.17289446	0	5.749511833	0	0	13.70378423	0	0	0	35.0276193	0	0	0	0	0	-0.67662037	-5.199351852	0	0	0	0	0	0	0	0	0	0	0	0	0	212"
"4.393939758	0	0	39.19548384	0	11.17289446	0	5.749511833	0	0	6.851892117	0	0	0	6.066367068	0	0	0	0	0	-1.821879724	-10.45624634	0	0	0	0	0	0	0	0	0	0	0	0	0	100"
"4.419646125	0	0	45.56840874	0	11.17289446	0	5.749511833	0	0	6.851892117	0	0	0	6.066367068	0	0	0	0	0	-1.98665773	-10.74030292	0	0	0	0	0	0	0	0	0	0	0	0	0	85"
"3.568301146	0	0	0	14.07590492	20.64662037	0	17.2485355	0	0	0	0	0	0	35.39973998	0	0	0	0	0	0	0	-5.618420021	0	0	0	0	0	0	0	0	0	0	2	0	174.1"
"2.639878833	0	0	0	0	11.17289446	0	5.749511833	0	0	0	0	22.25380597	0	40.08815522	6.066367068	0	0	0	0	-0.748559251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220"
"4.51659297	0	0	6.875840478	13.30403083	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	9.843390349	0	0	0	-7.102291667	0	0	0	0	0	0	0	0	0	0	0	1	0	-64"
"5.521193629	0	0	19.62169028	13.30403083	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	9.843390349	0	0	0	-8.675879748	0	0	0	0	0	0	0	0	0	0	0	1	0	-84"
"5.896858371	0	0	25.99461518	13.30403083	0	0	0	0	9.843390349	0	6.875840478	0	0	0	0	0	9.843390349	0	0	0	-9.140669249	0	0	0	0	0	0	0	0	0	0	0	1	0	-80"
"5.890472126	0	0	32.36754008	17.96889901	0	0	0	21.58779595	5.106527395	0	6.875840478	0	0	21.58779595	0	0	5.106527395	0	0	-6.533846214	-5.713782905	-0.487241827	0	0	0	0	0	0	0	0	0	0	0	0	-76"
"6.034178972	0	0	32.36754008	24.7139446	0	0	0	21.58779595	9.843390349	0	6.875840478	0	0	21.58779595	0	0	9.843390349	0	0	-6.834384305	-9.504440929	-0.701394151	0	0	0	0	0	0	0	0	0	0	1	0	-76"
"4.976873341	0	0	6.875840478	24.7139446	0	0	0	21.58779595	9.843390349	0	6.875840478	0	0	21.58779595	0	0	9.843390349	0	0	-5.164720293	-7.837266708	0.39176233	0	0	0	0	0	0	0	0	0	0	1	0	-57.5"
"4.686309717	0	0	6.875840478	17.96889901	0	0	0	21.58779595	5.106527395	0	6.875840478	0	0	0	21.58779595	0	5.106527395	0	0	-4.611680367	-4.351134377	0.764166667	0	0	0	0	0	0	0	0	0	0	0	0	-53"
"4.266079738	0	0	6.875840478	17.96889901	0	0	0	41.23961796	5.106527395	0	6.875840478	0	0	0	21.58779595	19.65182201	5.106527395	0	0	-4.232804548	-4.112260802	3.150489654	0	0	0	0	0	0	0	0	0	0	0	0	-40"
"6.742111033	0	0	51.48631479	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	24.45219844	0	-14.58220284	0	0	0	0	0	0	0	0	0	0	1	2	0	-71"
"6.902401862	0	0	57.85923969	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	24.56943023	0	-14.7177788	0	0	0	0	0	0	0	0	0	0	1	2	0	-74.5"
"3.000900265	0	0	0	13.11797049	6.263162996	4.794537184	0	0	9.473725908	0	0	0	9.589074368	12.3055817	0	0	9.473725908	0	22.59669887	0	-7.257855306	0	0	0	0	1	0	0	0	0	0	1	2	0	88.95"
"3.781103487	0	0	25.86382029	13.11797049	0	0	0	0	14.5802533	0	0	0	9.589074368	0	0	0	14.5802533	0	25.12989591	-2.016394797	-15.73784156	0	0	0	0	0	0	0	0	0	0	1	2	0	25"
"3.432436334	0	0	6.875840478	19.67695573	0	0	0	0	14.5802533	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	24.34371032	-1.91625078	-13.23195737	0	0	0	0	0	0	0	0	0	0	1	2	0	16"
"3.37567333	0	0	6.875840478	6.558985243	5.106527395	0	5.749511833	0	4.736862954	0	6.875840478	0	4.794537184	5.749511833	0	0	4.736862954	0	12.01973876	-0.732476852	-5.143951326	0	0	0	0	0	0	0	0	0	0	1	1	0	84"
"2.423552754	0	0	0	13.11797049	11.17289446	0	5.749511833	0	9.473725908	0	0	0	9.589074368	11.8158789	0	0	9.473725908	0	25.05466575	-1.936711027	-7.487451263	0	0	0	0	0	0	0	0	0	0	2	2	0	74"
"2.500271257	0	0	19.62169028	19.67695573	9.843390349	0	11.49902367	0	9.473725908	0	6.875840478	0	9.589074368	0	0	0	9.473725908	0	25.64381122	-2.507241186	-14.58072197	0	0	0	0	0	0	0	0	0	0	2	3	0	53"
"2.534532447	0	0	19.1187747	13.11797049	11.17289446	0	5.749511833	0	9.473725908	0	0	0	9.589074368	6.066367068	0	0	9.473725908	0	25.54812782	-2.295310158	-8.405403249	0	0	0	0	0	0	0	0	0	0	2	2	0	26"
"2.567509239	0	0	25.49169961	13.11797049	11.17289446	0	5.749511833	0	9.473725908	0	0	0	9.589074368	6.066367068	0	0	9.473725908	0	25.65520099	-2.37570767	-8.578345339	0	0	0	0	0	0	0	0	0	0	2	2	0	15"
"6.754182464	0	0	32.36754008	19.55270461	10.61962671	0	0	0	14.69560176	0	9.699524635	0	9.589074368	0	0	0	5.106527395	0	24.13834542	0	-14.33956418	0	2	0	0	0	0	0	0	0	0	0	0	0	10"
"6.80711901	0	0	45.11338989	19.55270461	10.61962671	0	0	0	14.69560176	0	9.699524635	0	9.589074368	0	0	0	5.106527395	0	25.57902991	0	-14.47829217	0	2	0	0	0	0	0	0	0	0	0	0	0	34"
"3.790741927	0	0	38.74046498	12.99371937	15.7261541	0	5.749511833	0	15.96199927	0	9.699524635	0	9.589074368	0	0	0	0	0	25.33317101	-1.332146173	-11.4992985	0	2	0	0	0	0	0	0	0	0	0	0	0	69.5"
"3.822004622	0	0	45.11338989	12.99371937	15.7261541	0	5.749511833	0	15.96199927	0	9.699524635	0	9.589074368	0	0	0	0	0	25.45170071	-1.39679252	-11.69813417	0	2	0	0	0	0	0	0	0	0	0	0	0	72"
"3.661617298	0	0	32.36754008	19.55270461	20.46301706	0	11.49902367	0	9.589074368	0	9.699524635	0	9.589074368	0	0	0	4.736862954	0	25.11735394	0	-15.52820193	0	2	0	0	0	0	0	0	0	0	0	1	0	67"
"3.734266052	0	0	19.62169028	19.55270461	10.61962671	0	0	0	5.106527395	0	9.699524635	0	9.589074368	0	0	0	5.106527395	0	25.80794053	-2.661034277	-13.46333931	0	2	0	0	0	0	0	0	0	0	0	0	0	72"
"3.903281234	0	0	58.10710925	6.558985243	10.61962671	0	0	0	27.68932113	0	9.699524635	0	9.589074368	0	0	0	5.106527395	0	26.1588907	-3.2333184	-14.4437983	0	2	0	0	0	0	0	0	0	0	0	0	0	70"
"4.406278847	0	0	46.31919388	6.558985243	10.61962671	0	0	0	27.68932113	13.70378423	9.699524635	0	9.589074368	0	0	0	5.106527395	0	25.69957001	-6.875693248	-21.9024182	0	2	0	0	0	0	0	0	0	0	0	0	0	80"
"3.027639982	0	5.414990469	26.44963404	12.99371937	21.79252117	0	5.749511833	0	0	5.414990469	2.823684157	0	9.589074368	6.066367068	0	0	0	0	26.92706513	-7.82044746	-18.89881262	0	2	0	0	0	0	0	0	0	0	0	0	0	155"
"2.246633394	0	0	0	10.61962671	21.79252117	11.37477255	5.749511833	0	0	0	2.823684157	0	9.589074368	22.43550561	0	0	0	0	26.68894603	-3.837473711	0	0	2	0	0	0	0	0	0	2	0	0	0	0	264"
"2.179755878	0	0	0	10.61962671	21.79252117	11.37477255	5.749511833	0	0	0	2.823684157	0	9.589074368	22.43550561	0	0	0	0	26.40364642	-3.670953956	0	0	2	0	0	0	0	0	0	2	0	0	0	0	240.5"
"6.581541475	0	0	32.36754008	32.6706751	10.61962671	9.589074368	0	0	14.5802533	0	9.699524635	0	9.589074368	0	0	0	14.5802533	0	24.10470571	0	-22.99796039	0	2	0	0	0	0	0	0	0	0	0	2	0	17"
"6.605983446	0	0	32.36754008	45.78864558	10.61962671	9.589074368	0	0	19.31711626	0	9.699524635	0	9.589074368	0	0	0	19.31711626	0	24.33662713	0	-32.26724163	0	2	0	0	0	0	0	0	0	0	0	3	0	-6.5"
"3.202876538	0	0	6.875840478	6.558985243	9.843390349	0	11.49902367	0	14.32593732	0	6.875840478	0	9.589074368	5.749511833	0	0	9.473725908	0	23.10724835	0	-5.634479644	0	0	0	0	0	0	0	0	0	0	2	2	0	70"
"2.523002957	0	0	0	7.06190082	9.843390349	0	11.49902367	0	4.736862954	0	0	0	9.589074368	5.749511833	0	0	4.736862954	0	24.96751893	-1.804226905	0	-2.098904556	0	0	0	0	0	0	0	0	0	2	2	0	84"
"2.53032274	0	0	6.875840478	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	5.749511833	0	0	4.736862954	0	25.13181084	-1.946811728	-5.330132551	0	0	0	0	0	0	0	0	0	0	2	2	0	45"
"2.620042208	0	0	13.24876538	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	25.49736529	-2.089802983	-6.088186928	0	0	0	0	0	0	0	0	0	0	2	2	0	53"
"2.544393976	0	0	13.24876538	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	5.749511833	0	0	4.736862954	0	25.26939095	-2.062031121	-6.008620784	0	0	0	0	0	0	0	0	0	0	2	2	0	95"
"2.641391141	0	0	19.62169028	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	25.6349454	-2.205022377	-6.526886107	0	0	0	0	0	0	0	0	0	0	2	2	0	20"
"2.562085025	0	0	19.62169028	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	25.3863104	-2.157209076	-6.453489177	0	0	0	0	0	0	0	0	0	0	2	2	0	45"
"2.581668898	0	0	25.99461518	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	25.48691482	-2.23723803	-6.766693176	0	0	0	0	0	0	0	0	0	0	2	2	0	53"
"2.661940257	0	0	25.99461518	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	25.75186485	-2.300200331	-6.835521693	0	0	0	0	0	0	0	0	0	0	2	2	0	61"
"2.602105437	0	0	32.36754008	6.558985243	9.843390349	0	11.49902367	0	4.736862954	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	25.57440733	-2.305519423	-6.999131648	0	0	0	0	0	0	0	0	0	0	2	2	0	47"
"2.489402116	0	0	0	13.8069464	9.843390349	0	11.49902367	0	9.473725908	0	0	0	9.589074368	5.749511833	0	0	9.473725908	0	25.15524035	-1.976081567	-3.177029556	-2.289924561	0	0	0	0	0	0	0	0	0	2	3	0	57"
"2.505411016	0	0	6.875840478	19.67695573	9.843390349	0	11.49902367	0	9.473725908	0	6.875840478	0	9.589074368	0	0	0	9.473725908	0	25.39206333	-2.166267021	-13.37333912	0	0	0	0	0	0	0	0	0	0	2	3	0	41"
"3.076427491	0	0	25.99461518	6.558985243	9.843390349	0	11.49902367	0	19.74092779	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	24.01098312	-6.499462668	-14.10129036	0	0	0	0	0	0	0	0	0	0	2	2	0	105"
"2.680954829	0	0	0	0	14.5802533	4.794537184	22.99804733	0	0	0	0	0	4.794537184	5.749511833	0	0	0	0	11.21131951	0	-0.578149945	0	0	0	0	0	0	0	0	0	0	0	2	0	118"
"1.672702238	0	0	0	0	16.86959709	0	11.75997667	0	0	0	0	55.18655881	4.112275669	29.60379577	0	0	9.967957042	0	8.511897349	-4.791841929	0	0	0	0	0	2	0	2	0	0	2	0	1	0	300"
"1.512239618	0	0	0	0	16.86959709	0	11.75997667	0	0	0	0	66.3134618	6.853792781	17.51895835	0	0	9.967957042	0	8.512622756	-6.868599006	0	0	0	0	0	2	0	2	0	0	2	0	1	0	308"
"1.476500272	0	0	0	0	21.60646004	0	23.25900034	0	0	0	0	55.18655881	6.853792781	17.51895835	0	0	9.967957042	0	8.500112645	-5.746827946	0	0	0	0	0	2	0	2	0	0	2	0	2	0	268.5"
"2.565621433	0	0	19.1187747	0	16.04023392	0	17.379012	0	5.414990469	0	0	0	0	6.042418708	6.196843572	0	10.19736362	0	0	-5.998307244	-7.563842861	0	0	0	0	1	0	2	0	0	0	0	1	0	180"
"1.457113216	0	0	0	0	17.00007359	0	11.49902367	0	0	0	0	66.96584431	5.483034225	29.03729084	0	0	19.93591408	0	17.80078019	-6.827880217	0	0	0	0	0	2	0	4	0	0	2	0	1	0	306"
"3.629430641	0	0	77.70199526	0	15.11031425	0	11.49902367	0	21.25625786	0	77.70199526	0	0	0	0	0	0	0	4.972091413	0	-54.94129351	-43.67330615	0	0	0	0	0	0	0	0	0	0	1	0	-65"
"3.495347393	0	0	64.75166271	0	15.11031425	0	11.49902367	0	17.14111076	0	64.75166271	0	0	0	0	0	0	0	4.994247507	0	-43.31376352	-34.37003262	0	0	0	0	0	0	0	0	0	0	1	0	-52"
"3.340911778	0	0	51.80133017	0	15.11031425	0	11.49902367	0	13.02596366	0	51.80133017	0	0	0	0	0	0	0	5.029697149	0	-32.23281035	-25.46226634	0	0	0	0	0	0	0	0	0	0	1	0	-37"
"3.009246053	0	0	9.790966951	0	11.17289446	0	5.749511833	0	9.837253136	0	0	0	8.417796984	11.8158789	0	0	0	0	-1.922096561	0	0	-4.830774754	0	0	0	0	0	0	0	0	0	0	0	0	225"
"2.08676663	0	0	28.90974166	0	15.90975742	0	17.2485355	0	15.25224361	0	0	0	8.417796984	6.066367068	0	0	0	0	-2.727265615	-6.396104771	-7.84533193	-5.403184868	0	0	0	0	0	0	0	0	0	0	1	0	186"
"3.480079695	0	0	6.875840478	19.67695573	0	0	0	0	14.5802533	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	24.61566961	-2.011860277	-13.2647953	0	0	0	0	0	0	0	0	0	0	1	2	0	-50"
"6.416916932	0	0	45.29945023	0	0	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	0	0	-5.911716585	0	0	0	0	0	0	0	0	0	0	0	0	0	-116"
"5.213636752	0	0	6.875840478	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	21.99709412	0	-12.56533581	0	0	0	0	0	0	0	0	0	0	1	2	0	-28"
"5.438440487	0	0	13.24876538	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	22.78843296	0	-13.06794608	0	0	0	0	0	0	0	0	0	0	1	2	0	-41.5"
"5.851787691	0	5.893957685	13.7277326	19.67695573	0	0	0	0	24.16932767	5.893957685	6.875840478	0	9.589074368	0	0	0	14.5802533	0	23.73718296	0	-17.13653486	0	0	0	0	0	0	0	0	0	0	1	2	0	-29"
"6.494877639	0	5.893957685	26.4735824	19.67695573	0	0	0	0	24.16932767	5.893957685	6.875840478	0	9.589074368	0	0	0	14.5802533	0	24.82374759	0	-17.96802669	0	0	0	0	0	0	0	0	0	0	1	2	0	-38"
"6.952183265	0	5.893957685	39.2194322	19.67695573	0	0	0	0	24.16932767	5.893957685	6.875840478	0	9.589074368	0	0	0	14.5802533	0	25.42964446	0	-18.51276611	0	0	0	0	0	0	0	0	0	0	1	2	0	-47"
"7.284493015	0	5.893957685	51.965282	19.67695573	0	0	0	0	24.16932767	5.893957685	6.875840478	0	9.589074368	0	0	0	14.5802533	0	25.81641061	0	-18.90605443	0	0	0	0	0	0	0	0	0	0	1	2	0	-58"
"7.534294279	0	5.893957685	64.71113181	19.67695573	0	0	0	0	24.16932767	5.893957685	6.875840478	0	9.589074368	0	0	0	14.5802533	0	26.08481666	0	-19.20453067	0	0	0	0	0	0	0	0	0	0	1	2	0	-59"
"5.683226407	0	0	19.62169028	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	23.30019436	0	-13.45933377	0	0	0	0	0	0	0	0	0	0	1	2	0	-38.2"
"5.926155782	0	0	25.99461518	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	23.66156841	0	-13.77285056	0	0	0	0	0	0	0	0	0	0	1	2	0	-55"
"6.156602759	0	0	32.36754008	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	23.93201055	0	-14.02976742	0	0	0	0	0	0	0	0	0	0	1	2	0	-51"
"6.369998537	0	0	38.74046498	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	24.14291516	0	-14.24424336	0	0	0	0	0	0	0	0	0	0	1	2	0	-41.5"
"6.565039554	0	0	45.11338989	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	24.3125211	0	-14.42606227	0	0	0	0	0	0	0	0	0	0	1	2	0	-66"
"7.753652813	0	0	108.8426389	19.67695573	0	0	0	0	24.16932767	0	6.875840478	0	9.589074368	0	0	0	14.5802533	0	25.09937807	0	-15.38233162	0	0	0	0	0	0	0	0	0	0	1	2	0	-68"
"3.405457222	0	0	32.36754008	6.558985243	0	0	0	0	15.25838082	0	6.875840478	0	9.589074368	0	0	0	4.736862954	0	25.29540882	-9.679837991	-14.18651757	0	0	0	0	0	0	0	0	0	0	1	1	0	95"
"1.605226026	0	0	0	0	17.00007359	0	11.49902367	0	0	0	0	44.45108534	0	35.35750113	6.196843572	0	19.93591408	0	16.61842915	-3.124237603	0	0	0	0	0	2	0	4	0	0	2	0	1	0	280"
"1.367394178	0	0	0	0	21.73693655	0	22.99804733	0	0	0	0	44.45108534	0	35.35750113	6.196843572	0	19.93591408	0	16.61742642	-3.502875546	0	0	0	0	0	2	0	4	0	0	2	0	2	0	235"
